grid_id,center_lat,center_lon,predicted_demand,actual_demand,station_count,nearby_subway_stations_count,nearby_bus_stops_count,nearby_restaurants_count,nearby_shops_count,nearby_offices_count,nearby_universities_count,nearby_schools_count,nearby_hospitals_count,nearby_banks_count,nearby_parks_area_sqm
1251,42.35525,-71.10325,62.201363,71.0746887966805,1,0,6,7,5,7,2,1,0,0,2268350.1132411235
1170,42.34625,-71.07175000000001,61.75646,34.573584905660375,1,3,28,66,44,29,1,5,0,6,60046.78349807354
1424,42.37325,-71.11675,61.32198,78.85,1,1,25,76,100,21,6,5,0,11,1984223.367551791
1203,42.35074999999999,-71.12125,60.323734,105.96361141708698,2,0,9,36,29,13,1,4,1,1,1981028.5556267146
1342,42.36425,-71.08975000000001,60.29814,299.4954493648088,7,1,17,31,13,41,1,2,0,6,1923359.2810536544
1349,42.36425,-71.05825,60.271137,137.18157662398204,3,6,19,107,65,15,1,5,0,8,94287.35637285406
1263,42.35525,-71.04925,59.98074,82.20648087191866,2,3,19,69,19,24,0,1,0,4,78072.69596391682
1250,42.35525,-71.10775000000001,59.211014,0.0,0,0,8,7,6,6,2,3,0,0,2337376.216473895
1167,42.34625,-71.08525,59.209724,67.76695652173913,1,2,20,128,230,39,3,4,0,15,382246.8572352106
1166,42.34625,-71.08975000000001,58.749775,43.34234234234234,1,3,18,71,107,22,4,1,0,7,2568646.800839097
1206,42.35074999999999,-71.10775000000001,56.804134,40.10411622276029,1,0,15,32,10,8,3,7,0,0,2366163.394112138
1119,42.34174999999999,-71.10325,56.745422,40.71739130434783,1,2,24,49,29,13,5,3,5,4,457646.96177314076
1165,42.34625,-71.09425,56.498753,0.0,0,2,19,59,38,13,2,4,0,7,2565217.3182413997
1214,42.35074999999999,-71.07175000000001,56.42575,102.97713402004213,3,4,22,65,166,50,1,6,0,10,2583012.939567583
1163,42.34625,-71.10325,56.089058,30.856470588235293,1,3,28,72,40,14,5,4,0,5,447176.40895509266
1378,42.36874999999999,-71.12575000000001,56.069153,38.44919786096256,1,0,7,21,22,7,4,0,0,4,2224330.816916925
1259,42.35525,-71.06725,55.33823,0.0,0,4,20,102,129,39,3,2,0,11,2550161.0722951777
1252,42.35525,-71.09875,54.911922,0.0,0,0,5,3,2,8,2,0,0,0,2261584.9756119144
1260,42.35525,-71.06275,54.657196,92.21534119425264,3,6,35,173,96,44,3,0,0,20,305645.42328628286
1343,42.36425,-71.08525,53.74302,124.56641583477035,4,1,8,38,13,44,1,1,0,4,1927608.6528766477
1382,42.36874999999999,-71.10775000000001,53.602352,62.064935064935064,1,2,28,41,56,28,1,4,0,6,35886.101763318526
1207,42.35074999999999,-71.10325,53.298325,28.301329394387,1,1,18,41,14,10,3,4,0,1,2257155.4892777195
1307,42.35974999999999,-71.04925,52.99392,15.747791952894994,1,1,13,74,37,12,0,1,0,5,74201.79405393671
1423,42.37325,-71.12125,52.78561,133.37531063321387,3,1,15,62,81,16,9,3,0,11,1993374.015570379
1212,42.35074999999999,-71.08075,52.62824,86.85653915292188,2,3,12,113,266,44,0,6,0,13,2329353.1532266876
1245,42.35525,-71.13025,52.488235,0.0,0,0,17,89,101,33,2,1,0,0,54538.744869684844
1381,42.36874999999999,-71.11225,51.625103,35.40092165898618,1,0,18,35,47,20,2,4,0,2,1951563.5843936703
1213,42.35074999999999,-71.07625,50.72751,167.48571017412604,4,4,16,94,263,56,1,6,0,14,2425278.6234934907
1302,42.35974999999999,-71.07175000000001,50.231163,103.48034934497817,1,1,3,30,63,18,0,3,4,3,2577914.1652081716
1380,42.36874999999999,-71.11675,49.798553,73.01570680628272,1,0,13,61,64,17,3,4,0,8,1967165.5746831836
1379,42.36874999999999,-71.12125,49.238483,0.0,0,0,9,46,44,9,4,2,0,8,1949447.8974650754
1168,42.34625,-71.08075,49.15221,18.722984562607206,1,4,21,133,229,42,3,3,0,17,101964.67005952855
1388,42.36874999999999,-71.08075,48.559456,27.013986013986013,1,1,12,31,30,16,0,2,0,3,1997301.484705997
1288,42.35974999999999,-71.13475,48.485207,0.0,0,0,16,11,24,25,1,2,0,2,2192186.6329085813
1205,42.35074999999999,-71.11225,48.223293,0.0,0,0,12,26,8,2,3,7,0,1,2325866.850888417
47,42.23375,-71.17525,48.08324,0.0,0,0,0,25,62,2,0,0,0,2,26516.100171739366
1118,42.34174999999999,-71.10775000000001,48.04041,0.0,0,3,16,17,13,7,6,3,5,0,511776.9518274523
1217,42.35074999999999,-71.05825,47.84285,47.23251104565537,2,4,20,135,35,29,4,2,2,13,229374.37798065867
1257,42.35525,-71.07625,47.7793,0.0,0,1,4,25,157,36,0,5,0,5,2392297.297140164
1422,42.37325,-71.12575000000001,47.726353,0.0,0,0,10,32,52,11,9,2,0,6,2212660.72810361
1123,42.34174999999999,-71.08525,47.65007,129.1360342455282,2,2,19,65,51,10,3,1,0,6,362656.4226218115
1246,42.35525,-71.12575000000001,47.016304,0.0,0,0,14,64,48,20,2,3,1,0,4791.689783576311
1350,42.36425,-71.05375000000001,47.006653,0.0,0,2,21,90,59,5,0,5,0,6,91669.73475122143
1258,42.35525,-71.07175000000001,46.824177,119.40408301267087,2,1,10,37,181,41,0,4,0,7,2586867.88062744
1247,42.35525,-71.12125,46.70408,0.0,0,0,14,35,30,13,2,3,1,1,1961895.8079688263
1078,42.33725,-71.08975000000001,46.653908,119.87893371986365,2,3,32,38,16,1,2,3,0,0,364161.2829391904
1373,42.36874999999999,-71.14825,46.300056,0.0,0,0,0,0,1,2,0,0,0,0,2245160.557761798
1389,42.36874999999999,-71.07625,45.1648,78.25740929687254,4,1,10,23,20,15,0,0,0,3,2400255.883662403
1074,42.33725,-71.10775000000001,45.127583,25.142857142857142,1,1,24,22,5,3,8,5,5,3,505307.6846095301
1253,42.35525,-71.09425,44.392204,0.0,0,0,4,3,1,5,2,0,0,0,2258467.879531344
1304,42.35974999999999,-71.06275,44.287193,7.213483146067416,1,7,28,82,80,35,2,0,3,13,212748.63510023372
1305,42.35974999999999,-71.05825,43.388367,108.09293819237179,5,7,34,148,104,48,2,1,0,25,265512.146766871
1202,42.35074999999999,-71.12575000000001,43.35014,75.53197028423773,2,0,11,76,61,25,1,4,1,3,12139.455182865784
1216,42.35074999999999,-71.06275,43.25863,55.04773996311175,2,3,27,134,44,26,4,3,2,10,311672.59516040975
1341,42.36425,-71.09425,42.772335,54.286842105263155,1,0,22,38,14,37,1,1,0,3,35512.68298020504
1600,42.39125,-71.11675,42.757347,18.252144082332762,1,2,27,47,53,10,3,4,0,9,21162.0490724462
1171,42.34625,-71.06725,42.751698,11.445652173913043,2,1,26,48,36,20,3,7,2,4,51045.80561541169
1075,42.33725,-71.10325,42.19678,38.195402298850574,1,0,24,23,5,4,7,5,5,3,493267.23265958985
1599,42.39125,-71.12125,41.824383,14.137614678899082,1,2,29,50,68,15,3,5,0,9,36376.482213159354
1598,42.39125,-71.12575000000001,40.385803,0.0,0,0,18,33,53,17,2,8,0,8,49396.22633278667
1292,42.35974999999999,-71.11675,40.288136,0.0,0,0,8,4,5,1,3,1,0,0,1995255.6630731644
1385,42.36874999999999,-71.09425,40.103302,0.0,0,0,22,26,26,19,1,3,0,0,62619.996683942576
1262,42.35525,-71.05375000000001,39.89923,44.722866967547816,2,5,36,137,58,55,1,0,0,23,79042.63141020923
1308,42.35974999999999,-71.04475,39.896954,0.0,0,0,1,9,7,2,0,0,0,0,50202.10083953403
1384,42.36874999999999,-71.09875,39.72061,55.53263157894737,1,2,31,33,45,15,0,4,0,7,55063.27534513602
1070,42.33725,-71.12575000000001,39.617264,0.0,0,0,15,16,16,0,0,1,0,4,54477.66876850072
1169,42.34625,-71.07625,39.389572,56.439330476354556,2,3,23,105,150,35,1,4,0,11,107266.17526544505
1082,42.33725,-71.07175000000001,39.381573,69.03100073434453,2,0,36,10,7,6,3,5,3,0,25385.22772033844
1643,42.39574999999999,-71.12125,39.33611,84.52399435644358,2,1,23,45,63,22,0,1,0,10,48545.021576716
1249,42.35525,-71.11225,38.970028,65.16746411483254,1,0,9,12,11,2,2,3,0,1,2275851.767493549
779,42.30575,-71.04925,38.642357,0.0,0,0,0,0,2,4,0,1,0,0,183958.83933539237
1392,42.36874999999999,-71.06275,38.421482,0.0,0,4,14,29,15,7,0,1,0,2,2396240.7731146542
1125,42.34174999999999,-71.07625,38.220142,50.70443570562223,2,0,30,40,27,7,2,4,0,2,62796.251168383336
739,42.301249999999996,-71.03125,38.003605,0.0,0,0,0,4,1,1,0,0,0,0,292043.5406833914
740,42.301249999999996,-71.02674999999999,38.003605,0.0,0,0,0,4,1,1,0,0,0,0,292043.5406833914
696,42.29675,-71.02674999999999,38.003605,0.0,0,0,0,4,1,1,0,0,0,0,292043.5406833914
695,42.29675,-71.03125,38.003605,0.0,0,0,0,4,1,1,0,0,0,0,292043.5406833914
725,42.301249999999996,-71.09425,37.7205,0.0,0,0,0,2,1,0,0,0,1,0,1990115.580278434
1306,42.35974999999999,-71.05375000000001,37.495003,62.44583986543894,3,5,35,142,92,37,1,1,0,22,79881.62438503286
721,42.301249999999996,-71.11225,37.451214,22.58490566037736,1,2,12,7,23,7,0,0,1,2,3173867.307582788
1204,42.35074999999999,-71.11675,37.35895,0.0,0,0,7,22,15,3,1,6,1,1,2021969.184988565
3,42.22924999999999,-71.17525,37.22356,0.0,0,1,0,20,48,2,0,0,0,1,26516.100171739366
1126,42.34174999999999,-71.07175000000001,37.13642,0.0,0,0,33,32,18,11,3,6,0,1,70102.97883008017
1079,42.33725,-71.08525,37.069706,0.0,0,3,36,42,25,2,2,3,0,0,113916.85771488893
4,42.22924999999999,-71.17075,36.88092,0.0,0,1,0,7,9,0,0,0,0,0,26516.100171739366
476,42.274249999999995,-71.02674999999999,36.843918,0.0,0,1,30,33,36,4,0,5,0,6,40283.87555173633
1219,42.35074999999999,-71.04925,36.811993,19.602316602316602,1,2,22,44,17,21,0,1,0,2,56129.75848101966
1172,42.34625,-71.06275,36.7751,39.69055823260739,2,2,20,28,20,10,3,3,2,3,54392.239456314324
1122,42.34174999999999,-71.08975000000001,36.48963,43.05357142857143,1,2,15,51,36,7,3,1,0,5,332695.51731785486
1255,42.35525,-71.08525,36.46004,0.0,0,0,0,0,1,2,1,1,0,0,2297546.0988725233
1332,42.36425,-71.13475,36.366135,4.906976744186046,1,0,12,9,9,7,2,2,0,2,2189170.321044907
1352,42.36425,-71.04475,36.274883,0.0,0,0,0,8,5,1,0,0,0,0,83013.82347856721
1073,42.33725,-71.11225,36.136894,28.303797468354432,1,1,12,7,1,0,5,4,5,0,190635.7128843952
694,42.29675,-71.03575000000001,36.10819,0.0,0,0,0,3,1,1,0,0,0,0,286974.20494357456
738,42.301249999999996,-71.03575000000001,36.10819,0.0,0,0,0,2,1,1,0,0,0,0,286974.20494357456
1030,42.33274999999999,-71.10775000000001,36.062614,0.0,0,0,21,15,5,1,4,3,6,3,505013.9086729001
50,42.23375,-71.16175000000001,35.98105,0.0,0,1,0,0,1,0,0,1,0,0,76899.41129290103
1291,42.35974999999999,-71.12125,35.904198,0.0,0,0,11,3,4,2,4,0,0,0,1988455.7853055252
1687,42.40025,-71.12125,35.834377,0.0,0,1,26,25,33,17,1,1,0,4,47777.173432716656
1336,42.36425,-71.11675,35.75593,38.162234042553195,1,0,8,5,4,3,3,1,0,0,1957432.4522948046
1265,42.35525,-71.04025,35.70063,0.0,0,0,1,13,1,3,0,1,0,0,21626.796011547405
48,42.23375,-71.17075,35.669434,0.0,0,0,0,7,9,0,0,0,0,0,26516.100171739366
1037,42.33274999999999,-71.07625,35.6095,5.778546712802768,1,0,31,6,7,3,2,1,3,0,32969.739124149666
1425,42.37325,-71.11225,35.455677,57.07043828264759,2,0,26,32,40,16,1,5,1,2,1922214.293234752
1387,42.36874999999999,-71.08525,35.411674,40.02187708391593,2,0,9,29,21,23,1,3,0,0,80686.37078312655
1393,42.36874999999999,-71.05825,35.319668,22.25,1,3,13,46,21,5,0,4,0,2,193740.6240704334
1351,42.36425,-71.04925,35.318428,53.22062350119904,1,0,10,54,37,1,0,4,0,3,86839.65328864283
1500,42.38225,-71.17075,35.17744,0.0,0,0,8,7,7,2,0,2,0,1,54296.25878207908
1312,42.35974999999999,-71.02674999999999,35.066624,0.0,0,0,1,9,3,2,0,0,0,0,8734.634847192754
651,42.292249999999996,-71.03125,35.04947,0.0,0,0,0,0,1,0,0,0,0,0,286974.20494357456
1162,42.34625,-71.10775000000001,35.015884,36.774869109947645,1,2,19,33,20,9,6,4,0,0,496365.87478758505
1347,42.36425,-71.06725,34.777897,0.0,0,4,5,41,37,13,1,2,4,4,2333554.201313653
1293,42.35974999999999,-71.11225,34.74504,0.0,0,0,10,9,10,2,3,2,0,0,2008734.1014675286
1334,42.36425,-71.12575000000001,34.709187,27.516949152542374,1,0,15,5,4,3,4,0,0,1,2206599.118778579
1286,42.35974999999999,-71.14375000000001,34.6823,19.491017964071855,1,0,17,16,13,9,0,0,0,2,2141285.208236887
1127,42.34174999999999,-71.06725,34.50961,52.045396880946655,2,0,27,29,24,11,3,5,0,3,63529.366853339016
1117,42.34174999999999,-71.11225,34.42442,0.0,0,2,4,14,9,0,5,3,4,0,229139.47980499367
839,42.314750000000004,-71.17525,34.42291,0.0,0,0,0,3,1,0,0,0,0,1,290618.3922291229
1686,42.40025,-71.12575000000001,34.38182,17.942779291553133,1,1,23,30,45,18,1,1,0,7,28987.773064902278
1386,42.36874999999999,-71.08975000000001,34.34264,27.22222222222222,1,0,19,22,19,21,1,4,0,0,73585.6015952927
1374,42.36874999999999,-71.14375000000001,34.285213,0.0,0,0,0,0,0,0,0,1,0,0,2209261.346236372
1215,42.35074999999999,-71.06725,34.005634,78.30375223924942,5,4,27,98,90,32,4,6,2,9,357049.86412438523
1426,42.37325,-71.10775000000001,33.91943,0.0,0,0,33,19,22,17,1,5,2,0,14977.28469982484
1456,42.37774999999999,-71.17075,33.682117,0.0,0,0,10,7,7,2,0,2,0,1,54296.25878207908
477,42.274249999999995,-71.02225,33.597546,0.0,0,0,29,26,30,3,0,4,0,5,17815.650905562918
1114,42.34174999999999,-71.12575000000001,33.58984,0.0,0,0,14,46,56,1,0,1,0,8,22647.212312677846
51,42.23375,-71.15725,33.555508,0.0,0,1,0,0,1,0,0,1,0,0,88443.8016923384
1032,42.33274999999999,-71.09875,33.52596,0.0,0,1,18,7,5,3,5,5,3,3,130491.30961040333
1294,42.35974999999999,-71.10775000000001,33.198532,76.20620894205314,2,0,14,12,10,8,1,3,0,0,2069130.660718608
1244,42.35525,-71.13475,33.160645,0.0,0,0,18,84,107,38,1,2,0,0,52885.11711741125
1161,42.34625,-71.11225,33.119316,0.0,0,1,8,23,11,1,5,5,0,0,225154.88393012295
1614,42.39125,-71.05375000000001,32.840347,0.0,0,0,0,1,1,1,0,0,0,0,83091.62821446135
1076,42.33725,-71.09875,32.55221,18.665546218487396,1,0,20,11,4,6,7,3,3,2,372257.0698002183
798,42.310249999999996,-71.16175000000001,32.498444,0.0,0,0,0,1,0,1,0,0,0,0,295700.9374480631
797,42.310249999999996,-71.16625,32.498444,0.0,0,0,0,1,0,1,0,0,0,0,295700.9374480631
1121,42.34174999999999,-71.09425,32.42196,0.0,0,0,16,38,18,7,4,2,0,3,306204.14939315064
1287,42.35974999999999,-71.13925,32.355247,14.459069020866774,1,0,13,14,17,22,1,2,0,1,2144301.520100561
92,42.238249999999994,-71.17075,32.337833,0.0,0,0,0,0,3,0,0,0,0,0,103415.5114646404
58,42.23375,-71.12575000000001,32.30858,0.0,0,0,0,0,2,1,0,0,0,0,38330.063524547644
1471,42.37774999999999,-71.10325,32.2043,23.719257540603248,1,0,33,39,51,10,0,3,2,3,52609.712682422854
840,42.314750000000004,-71.17075,32.072197,0.0,0,0,0,2,1,1,0,2,0,1,290618.3922291229
1344,42.36425,-71.08075,32.01671,101.31529892988527,4,1,2,31,22,29,1,1,0,3,1960651.4060762853
1248,42.35525,-71.11675,31.964764,0.0,0,0,8,18,17,3,2,4,1,1,1963275.6566842196
937,42.32374999999999,-71.13025,31.78636,0.0,0,0,1,2,3,0,0,1,0,0,162565.56061566778
1338,42.36425,-71.10775000000001,31.748999,0.0,0,2,24,36,45,18,2,3,0,6,37890.2494278337
1472,42.37774999999999,-71.09875,31.705402,0.0,0,1,34,50,67,17,0,2,1,5,39337.92372552122
218,42.247249999999994,-70.99975,31.673796,0.0,0,0,29,25,24,4,0,1,0,3,70679.3976339412
1031,42.33274999999999,-71.10325,31.63576,88.29301147921947,3,0,14,13,4,1,4,5,5,3,93324.40112152677
1038,42.33274999999999,-71.07175000000001,31.59299,0.0,0,0,21,6,5,3,2,1,3,0,10770.613922710589
1473,42.37774999999999,-71.09425,31.585623,64.29850347103675,2,1,31,48,91,17,0,2,0,3,34958.492097156464
1613,42.39125,-71.05825,31.468506,0.0,0,0,0,1,1,0,0,0,0,0,80045.36766335784
49,42.23375,-71.16625,31.468506,0.0,0,0,0,0,2,0,0,0,0,0,103415.5114646404
1569,42.38674999999999,-71.05825,31.468506,0.0,0,0,0,0,2,0,0,0,0,0,80045.36766335784
1063,42.33725,-71.15725,31.418995,0.0,0,0,7,8,2,2,3,1,0,1,509366.36365769437
1333,42.36425,-71.13025,31.403906,16.169363538295578,1,0,16,6,7,6,4,2,0,2,2198289.507036982
94,42.238249999999994,-71.16175000000001,31.368853,0.0,0,0,0,0,0,0,0,1,0,0,76899.41129290103
1337,42.36425,-71.11225,31.222237,20.247600767754317,1,0,11,14,16,9,3,2,0,0,1957323.8289802358
1642,42.39574999999999,-71.12575000000001,31.061024,0.0,0,1,25,49,78,26,0,4,0,12,30607.222082131782
796,42.310249999999996,-71.17075,31.036535,0.0,0,0,0,0,0,0,0,0,0,0,290618.3922291229
795,42.310249999999996,-71.17525,31.036535,0.0,0,0,0,0,0,0,0,0,0,0,290618.3922291229
782,42.30575,-71.03575000000001,31.036535,0.0,0,0,0,0,0,0,0,0,0,0,286974.20494357456
783,42.30575,-71.03125,31.036535,0.0,0,0,0,0,0,0,0,0,0,0,286974.20494357456
1466,42.37774999999999,-71.12575000000001,30.990883,0.0,0,0,19,13,37,10,8,5,0,2,2175666.2075622343
635,42.292249999999996,-71.10325,30.856634,0.0,0,0,1,0,0,0,0,0,0,0,1990115.580278434
227,42.25175,-71.15725,30.798494,0.0,0,0,0,1,2,1,0,1,0,0,32028.635806349153
183,42.247249999999994,-71.15725,30.798494,0.0,0,0,0,1,2,1,0,1,0,0,30246.499842810208
737,42.301249999999996,-71.04025,30.749323,0.0,0,0,0,0,0,0,0,0,0,0,310913.53666112764
693,42.29675,-71.04025,30.749323,0.0,0,0,0,1,0,0,0,0,0,0,310913.53666112764
1311,42.35974999999999,-71.03125,30.697775,0.0,0,0,1,1,0,2,0,0,0,0,52811.36157138814
791,42.30575,-70.99525,30.481787,0.0,0,0,0,0,0,0,0,1,0,0,188060.47883496538
835,42.310249999999996,-70.99525,30.481787,0.0,0,0,0,0,0,0,0,1,0,0,188060.47883496538
1115,42.34174999999999,-71.12125,30.439333,72.2260388033948,2,0,8,45,54,1,0,1,0,8,42947.28676674548
1077,42.33725,-71.09425,30.390314,37.26634766153015,2,2,27,15,4,2,4,4,0,0,353045.54276493384
1335,42.36425,-71.12125,30.386742,0.0,0,0,8,2,2,1,5,0,0,0,1958424.211518065
7,42.22924999999999,-71.15725,30.337105,0.0,0,1,0,0,1,0,0,1,0,0,11544.390399437369
606,42.28775,-71.03575000000001,30.308235,0.0,0,0,0,0,2,0,0,0,0,0,784287.295674261
265,42.256249999999994,-71.18425,30.258327,0.0,0,0,0,0,1,1,0,1,0,0,3537.002551162069
309,42.26075,-71.18425,30.258327,0.0,0,0,0,0,1,1,0,1,0,0,3537.002551162069
1285,42.35974999999999,-71.14825,30.182617,0.0,0,0,17,13,10,4,0,0,0,2,2184046.8816714077
5,42.22924999999999,-71.16625,30.073458,0.0,0,0,0,0,2,0,0,0,0,0,26516.100171739366
1290,42.35974999999999,-71.12575000000001,30.061964,0.0,0,0,19,6,7,4,3,0,0,1,80179.27593378274
1310,42.35974999999999,-71.03575000000001,30.004885,0.0,0,0,0,1,0,0,0,0,0,0,52811.36157138814
1243,42.35525,-71.13925,29.97919,38.14778325123153,1,0,15,33,55,25,1,2,1,0,74451.26407836282
1200,42.35074999999999,-71.13475,29.812391,32.29156626506024,1,0,18,98,124,35,1,2,0,3,57996.447352366464
1080,42.33725,-71.08075,29.77788,59.986701505446746,4,1,34,22,21,4,2,3,2,0,86291.58800447649
1511,42.38225,-71.12125,29.630857,0.0,0,0,12,19,42,8,5,4,0,2,51909.91763148387
746,42.301249999999996,-70.99975,29.553068,0.0,0,0,0,0,0,0,0,0,0,0,188060.47883496538
747,42.301249999999996,-70.99525,29.553068,0.0,0,0,0,0,0,0,0,0,0,0,188060.47883496538
1050,42.33274999999999,-71.01775,29.553068,0.0,0,0,0,1,0,0,0,0,0,0,176668.09837297763
790,42.30575,-70.99975,29.553068,0.0,0,0,0,0,0,0,0,0,0,0,188060.47883496538
834,42.310249999999996,-70.99975,29.553068,0.0,0,0,0,0,0,0,0,0,0,0,188060.47883496538
848,42.314750000000004,-71.13475,29.508284,0.0,0,0,1,0,0,0,0,1,0,0,247392.94136167192
786,42.30575,-71.01775,29.465895,0.0,0,0,0,0,0,1,0,1,0,0,81242.51531338716
787,42.30575,-71.01325,29.465895,0.0,0,0,0,0,0,1,0,1,0,0,81242.51531338716
788,42.30575,-71.00874999999999,29.465895,0.0,0,0,0,0,0,1,0,1,0,0,81242.51531338716
1177,42.34625,-71.04025,29.406883,0.0,0,0,15,25,1,3,0,0,0,0,28279.33741043307
1256,42.35525,-71.08075,29.32277,0.0,0,0,0,10,69,9,1,3,0,1,2297546.0988725233
887,42.31925,-71.15725,29.290691,0.0,0,0,0,2,3,0,0,2,0,0,68759.51699385788
753,42.30575,-71.16625,29.20249,0.0,0,0,0,1,0,0,0,1,0,0,121577.97978722584
754,42.30575,-71.16175000000001,29.20249,0.0,0,0,0,1,0,0,0,1,0,0,121577.97978722584
1153,42.34625,-71.14825,29.085224,0.0,0,0,31,17,7,3,0,5,2,4,21596.55328365491
503,42.27875,-71.10325,29.059591,0.0,0,0,0,0,0,0,0,1,0,0,69478.65502899712
843,42.314750000000004,-71.15725,29.059591,0.0,0,0,0,0,0,0,0,1,0,0,62247.18020035143
607,42.28775,-71.03125,29.022987,0.0,0,0,0,0,1,0,0,0,0,0,5102.031284985452
1120,42.34174999999999,-71.09875,29.010727,27.39108910891089,1,1,25,41,24,15,7,2,3,4,459828.8579803329
1568,42.38674999999999,-71.06275,29.00403,0.0,0,0,0,0,2,0,0,0,0,0,20359.212972375186
967,42.32374999999999,-70.99525,28.987076,0.0,0,0,0,0,0,1,0,1,0,0,364232.06903971324
1586,42.39125,-71.17975000000001,28.980299,0.0,0,0,1,0,1,0,0,1,0,0,22962.94064823406
481,42.274249999999995,-71.00425000000001,28.950705,0.0,0,0,0,4,0,0,0,1,0,0,7069.651483537688
95,42.238249999999994,-71.15725,28.943308,0.0,0,0,0,0,0,0,0,1,0,0,88443.8016923384
1124,42.34174999999999,-71.08075,28.859707,22.053835800807537,1,2,25,44,46,8,3,2,0,5,74741.53712959163
1094,42.33725,-71.01775,28.780499,0.0,0,0,0,2,0,0,0,0,0,0,174093.7339773263
1029,42.33274999999999,-71.11225,28.742071,0.0,0,1,18,7,3,3,1,3,6,0,432584.7264239388
1428,42.37325,-71.09875,28.74016,117.94165663464611,2,1,37,26,38,18,0,2,1,4,64265.47772695786
485,42.27875,-71.18425,28.538242,0.0,0,0,0,0,0,1,0,0,0,0,362081.72161453095
525,42.27875,-71.00425000000001,28.516169,0.0,0,0,0,4,0,0,0,0,0,0,7069.651483537688
850,42.314750000000004,-71.12575000000001,28.487524,0.0,0,0,0,0,0,1,0,0,0,0,427354.50539427664
838,42.314750000000004,-71.17975000000001,28.369713,0.0,0,0,0,3,1,0,0,2,0,1,64173.5125334789
1201,42.35074999999999,-71.13025,28.293507,64.1208457959455,2,0,14,103,110,39,2,2,0,3,60744.03060017747
957,42.32374999999999,-71.04025,28.267708,0.0,0,0,0,0,0,0,0,0,0,0,44190.58320520281
1309,42.35974999999999,-71.04025,28.267708,0.0,0,0,0,0,0,0,0,0,0,0,44076.72672419538
851,42.314750000000004,-71.12125,28.22967,0.0,0,0,0,1,0,2,0,0,0,0,427354.50539427664
1151,42.34625,-71.15725,28.14224,0.0,0,0,20,15,5,1,2,5,0,6,110481.90968950104
1433,42.37325,-71.07625,28.137068,60.21411781465916,2,2,10,10,9,9,0,0,0,2,2021536.8749773584
122,42.238249999999994,-71.03575000000001,28.130869,0.0,0,0,0,0,0,0,0,0,0,0,67403.99269546376
120,42.238249999999994,-71.04475,28.130869,0.0,0,0,0,0,0,0,0,0,0,0,67403.99269546376
121,42.238249999999994,-71.04025,28.130869,0.0,0,0,0,0,0,0,0,0,0,0,67403.99269546376
799,42.310249999999996,-71.15725,28.130869,0.0,0,0,0,1,0,0,0,0,0,0,69256.05775241907
55,42.23375,-71.13925,28.09993,0.0,0,1,0,0,0,1,0,1,0,0,4721.274982124778
1053,42.33274999999999,-71.00425000000001,28.01459,0.0,0,0,0,0,0,0,0,0,0,0,105892.12626224251
1492,42.37774999999999,-71.00874999999999,28.01459,0.0,0,0,0,0,0,0,0,0,0,0,99896.73835059252
1139,42.34174999999999,-71.01325,28.01459,0.0,0,0,0,1,0,0,0,0,0,0,105892.12626224251
1140,42.34174999999999,-71.00874999999999,28.01459,0.0,0,0,0,1,0,0,0,0,0,0,105892.12626224251
1141,42.34174999999999,-71.00425000000001,28.01459,0.0,0,0,0,0,0,0,0,0,0,0,105892.12626224251
